Restaurant_Name,Rating,Price_For_One,Cuisine,Location,Delivery_Review_Number,Link
Shanthi Sagar,4.2,150,South Indian,Rajajinagar,646,https://www.zomato.com//bangalore/dum-safar-biryani-rajajinagar-bangalore 
Upahara Darshini,4.0,150,South Indian,RT Nagar,24,https://www.zomato.com//bangalore/raidan-restaurant-rt-nagar-bangalore 
Vishnu Garden,4.0,150,South Indian,Rajajinagar,22,https://www.zomato.com//bangalore/lulu-hypermarket-rajajinagar-bangalore 
San Tung Chinese,4.2,150,Chinese,Malleshwaram,916,https://www.zomato.com//bangalore/shyamjis-chole-bhature-malleshwaram-bangalore 
Belgian Waffle Factory,4.1,150,Desserts,Richmond Road,870,https://www.zomato.com//bangalore/hotel-fanoos-richmond-road-bangalore 
Adiga's,4.3,150,South Indian,Domlur,841,https://www.zomato.com//bangalore/lo-low-carb-and-keto-foods-domlur-bangalore 
Sagar,3.4,150,North Indian,Vasanth Nagar,587,https://www.zomato.com//bangalore/indiana-burgers-vasanth-nagar-bangalore 
Chicken County Deluxe Restaurant,4.3,150,North Indian,Church Street,239,https://www.zomato.com//bangalore/biryani-blues-church-street-bangalore 
Cheesecake & Co.,4.4,300,Desserts,Residency Road,2079,https://www.zomato.com//bangalore/art-of-delight-residency-road 
Empire Juices and Desserts,4.0,300,Desserts,Ulsoor,213,https://www.zomato.com//bangalore/shanthi-sagar-ulsoor 
By 2 Coffee,4.2,300,South Indian,Jayanagar,432,https://www.zomato.com//bangalore/upahara-darshini-jayanagar 
Sweet Chariot Cafe,4.1,300,Desserts,RT Nagar,242,https://www.zomato.com//bangalore/vishnu-garden-rt-nagar 
Taj Hotel,3.6,300,North Indian,Malleshwaram,12,https://www.zomato.com//bangalore/san-tung-chinese-malleshwaram-bangalore 
The Biryani Life,4.0,300,Biryani,Frazer Town,881,https://www.zomato.com//bangalore/belgian-waffle-factory-frazer-town-bangalore 
Apsara Ice Creams,3.6,300,Desserts,Majestic,148,https://www.zomato.com//bangalore/adigas-majestic-bangalore 
Burger Seigneur,3.9,300,Fast Food,Seshadripuram,274,https://www.zomato.com//bangalore/sagar-seshadripuram-bangalore 
Teju Fry'd,4.0,300,Fast Food,Majestic,82,https://www.zomato.com//bangalore/chicken-county-deluxe-restaurant-majestic-bangalore 
Cool Town,4.3,300,Desserts,Koramangala,805,https://www.zomato.com//bangalore/cheesecake-co-koramangala-8th-block-bangalore 
AB's - Absolute Barbecues,4.7,300,North Indian,Shivajinagar,616,https://www.zomato.com//bangalore/empire-juices-and-desserts-shivajinagar-bangalore 
Bombay Kulfi,4.2,300,Desserts,Basavanagudi,56,https://www.zomato.com//bangalore/by-2-coffee-basavanagudi-bangalore 
ITC Master Chef Creations,4.3,300,North Indian,Residency Road,113,https://www.zomato.com//bangalore/sweet-chariot-cafe-residency-road 
Mealful Rolls - India's Biggest Rolls,4.0,200,Fast Food,Shivajinagar,178,https://www.zomato.com//bangalore/taj-hotel-shivajinagar 
Castle Restaurant,3.6,300,North Indian,Shanti Nagar,964,https://www.zomato.com//bangalore/the-biryani-life-shanti-nagar-bangalore 
Protein Chef,4.7,250,Mexican,Koramangala,293,https://www.zomato.com//bangalore/apsara-ice-creams-koramangala-5th-block-bangalore 
KC Das,4.1,150,Sweets,1 Sobha,209,https://www.zomato.com//bangalore/burger-seigneur-st-marks-road-bangalore 
ITC Sunfeast Baked Creations,3.7,300,Desserts,St. Marks Road,888,https://www.zomato.com//bangalore/teju-fryd-st-marks-road-bangalore 
Rolls Kitchen,3.9,100,Fast Food,Richmond Road,54,https://www.zomato.com//bangalore/cool-town-richmond-road-bangalore 
Habibi Falafel,3.8,200,Fast Food,Jatti Building,608,https://www.zomato.com//bangalore/abs-absolute-barbecues-koramangala-5th-block-bangalore 
Punjabi Unplugged,4.1,300,Chinese,Shanti Nagar,817,https://www.zomato.com//bangalore/bombay-kulfi-shanti-nagar-bangalore 
Thottathil Food House,4.3,150,Kerala,Commercial Street,808,https://www.zomato.com//bangalore/itc-master-chef-creations-commercial-street-bangalore 
Sree Banashankari Donne Biriyani,4.4,150,Biryani,Langford Town,702,https://www.zomato.com//bangalore/mealful-rolls-indias-biggest-rolls-langford-town-bangalore 
Maharaja Military Canteen - Donne Biryani,3.9,100,Biryani,BTM,49,https://www.zomato.com//bangalore/castle-restaurant-btm-bangalore 
Bake and Juice,4.0,150,Arabian,Indiranagar,942,https://www.zomato.com//bangalore/protein-chef-indiranagar-bangalore 
Krishnam Veg,4.2,150,South Indian,St. Marks Road,395,https://www.zomato.com//bangalore/kc-das-st-marks-road-bangalore 
Eat N Drink,4.3,150,Fast Food,Commercial Street,993,https://www.zomato.com//bangalore/itc-sunfeast-baked-creations-commercial-street-bangalore 
Hamza Hotel,4.2,150,North Indian,Langford Town,73,https://www.zomato.com//bangalore/rolls-kitchen-langford-town-bangalore 
Udupi Aatithya,4.2,150,North Indian,Indiranagar,184,https://www.zomato.com//bangalore/habibi-falafel-indiranagar-bangalore 
Big Bang Pizza,3.9,150,Fast Food,Koramangala,110,https://www.zomato.com//bangalore/punjabi-unplugged-koramangala-7th-block-bangalore 
Lassi Corner,3.7,150,Beverages,BTM,180,https://www.zomato.com//bangalore/thottathil-food-house-btm-bangalore 
Faasos Signature Wraps and Rolls,4.1,150,Fast Food,Basaveshwara Nagar,296,https://www.zomato.com//bangalore/sree-banashankari-donne-biriyani-basaveshwara-nagar-bangalore 
Karama Restaurant,3.9,150,North Indian,Cunningham Road,681,https://www.zomato.com//bangalore/maharaja-military-canteen-donne-biryani-cunningham-road-bangalore 
Taato Peero Momos,3.8,150,Tibetan,Hosur Road,90,https://www.zomato.com//bangalore/bake-and-juice-hosur-road-bangalore 
Shuchi Ruchi,4.1,150,Chinese,Shanti Nagar,86,https://www.zomato.com//bangalore/krishnam-veg-shanti-nagar-bangalore 
The Tasty Planet,4.2,150,Fast Food,BTM,101,https://www.zomato.com//bangalore/eat-n-drink-btm 
Khan Saheb Grills And Rolls,4.1,200,North Indian,Shivajinagar,310,https://www.zomato.com//bangalore/hamza-hotel-shivajinagar-bangalore 
Sardarji Londonwaley,4.2,200,North Indian,Basavanagudi,7,https://www.zomato.com//bangalore/udupi-aatithya-basavanagudi-bangalore 
Singh Da Punjabi Dhaba,4.3,200,North Indian,Frazer Town,96,https://www.zomato.com//bangalore/big-bang-pizza-3-frazer-town-bangalore 
Sreenivasa Brahmins Bakery,3.7,200,Desserts,Koramangala,992,https://www.zomato.com//bangalore/lassi-corner-koramangala-8th-block-bangalore 
Keventers Ice Cream,3.8,200,Desserts,Shanti Nagar,710,https://www.zomato.com//bangalore/faasos-signature-wraps-and-rolls-shanti-nagar-bangalore 
No.10 Fort Cochin,4.0,200,Kerala,Frazer Town,4235,https://www.zomato.com//bangalore/karama-restaurant-frazer-town 
Mainland China,4.5,200,Chinese,Koramangala,630,https://www.zomato.com//bangalore/taato-peero-momos-koramangala-2nd-block-bangalore 
Donne Biriyani Mane,3.7,200,Biryani,Malleshwaram,374,https://www.zomato.com//bangalore/shuchi-ruchi-malleshwaram 
Goila Butter Chicken,4.0,200,North Indian,Richmond Road,520,https://www.zomato.com//bangalore/the-tasty-planet-richmond-road-bangalore 
Pure Veg Meals By LunchBox,3.9,200,North Indian,Commercial Street,928,https://www.zomato.com//bangalore/khan-saheb-grills-and-rolls-commercial-street-bangalore 
Al Taza,3.7,200,Fast Food,Koramangala,733,https://www.zomato.com//bangalore/sardarji-londonwaley-koramangala-7th-block-bangalore 
Donne Biryani Angadi Mane,3.8,200,Biryani,Koramangala,803,https://www.zomato.com//bangalore/singh-da-punjabi-dhaba-koramangala-7th-block-bangalore 
The Lassi Corner,4.4,100,Beverages,Basavanagudi,615,https://www.zomato.com//bangalore/sreenivasa-brahmins-bakery-1-basavanagudi-bangalore 
ITC Aashirvaad Soul Creations,3.6,100,North Indian,Garuda Mall,843,https://www.zomato.com//bangalore/keventers-ice-cream-brigade-road-bangalore 
Milano Ice Cream,4.2,100,Desserts,St. Marks Road,310,https://www.zomato.com//bangalore/no-10-fort-cochin-st-marks-road-bangalore 
Sree Udupi Grand,3.9,100,South Indian,Church Street,2837,https://www.zomato.com//bangalore/mainland-china-church-street 
Rooftop Cafe,4.1,100,Tibetan,Indiranagar,183,https://www.zomato.com//bangalore/donne-biriyani-mane-1-indiranagar 
Gokul Veg,3.9,100,North Indian,Koramangala,919,https://www.zomato.com//bangalore/goila-butter-chicken-koramangala-6th-block-bangalore 
Main Lassi Shop,4.0,100,Beverages,Shanti Nagar,817,https://www.zomato.com//bangalore/pure-veg-meals-by-lunchbox-shanti-nagar-bangalore 
Shawarma On Wheels,4.1,100,Fast Food,Koramangala,41,https://www.zomato.com//bangalore/al-taza-koramangala-1st-block-bangalore 
Chichaba's Taj,3.7,100,North Indian,Sadashiv Nagar,51,https://www.zomato.com//bangalore/donne-biryani-angadi-mane-sadashiv-nagar-bangalore 
PVR Café,3.5,100,Tibetan,Koramangala,732,https://www.zomato.com//bangalore/the-lassi-corner-koramangala-1st-block-bangalore 
Donne Biryani Palace,4.2,100,Biryani,Commercial Street,650,https://www.zomato.com//bangalore/itc-aashirvaad-soul-creations-commercial-street-bangalore 
Rang De Basanti Dhaba,4.3,100,North Indian,Indiranagar,2604,https://www.zomato.com//bangalore/milano-ice-cream-indiranagar 
Ghee Tadka Khichdi,4.1,150,North Indian,Majestic,916,https://www.zomato.com//bangalore/sree-udupi-grand-majestic-bangalore 
No Sugar Please!,3.8,150,Beverages,Jayanagar,919,https://www.zomato.com//bangalore/rooftop-cafe-jayanagar 
Savoury - Sea Shell Restaurant,3.9,150,Arabian,Basavanagudi,430,https://www.zomato.com//bangalore/gokul-veg-basavanagudi 
Udupi Shanthi Sagar,3.7,150,North Indian,Shivajinagar,657,https://www.zomato.com//bangalore/main-lassi-shop-shivajinagar-bangalore 
The Brooklyn Creamery - Healthy Ice Cream,3.9,150,Desserts,Cunningham Road,577,https://www.zomato.com//bangalore/shawarma-on-wheels-cunningham-road-bangalore 
Firangi Bake,4.0,150,Italian,Frazer Town,560,https://www.zomato.com//bangalore/chichabas-taj-frazer-town 
Tomba Kitchens,3.6,150,Chinese,Nexus,647,https://www.zomato.com//bangalore/pvr-café-koramangala-7th-block-bangalore 
The Ganache Factory,3.7,150,Desserts,Jayanagar,19,https://www.zomato.com//bangalore/donne-biryani-palace-1-jayanagar-bangalore 
Le Arabia,4.1,150,North Indian,Domlur,721,https://www.zomato.com//bangalore/rang-de-basanti-dhaba-domlur-bangalore 
Punjab Grill,4.3,150,North Indian,Seshadripuram,630,https://www.zomato.com//bangalore/ghee-tadka-khichdi-seshadripuram-bangalore 
Kouzina Kafe - The Food Court,4.4,150,Tibetan,Hosur Road,853,https://www.zomato.com//bangalore/no-sugar-please-hosur-road-bangalore 
Bangalikhana,4.1,150,Bengali,BTM,463,https://www.zomato.com//bangalore/savoury-sea-shell-restaurant-btm-bangalore 
Dairy Day Ice Creams & Frozen Desserts,4.1,100,Desserts,Frazer Town,12,https://www.zomato.com//bangalore/udupi-shanthi-sagar-frazer-town-bangalore 
Haka,4.3,200,Chinese,Seshadripuram,693,https://www.zomato.com//bangalore/the-brooklyn-creamery-healthy-ice-cream-seshadripuram-bangalore 
Mumbai Xpress,3.3,150,Tibetan,Shanti Nagar,822,https://www.zomato.com//bangalore/firangi-bake-1-shanti-nagar-bangalore 
Sukh Sagar,4.1,200,Chinese,Ejipura,86,https://www.zomato.com//bangalore/tomba-kitchens-ejipura-bangalore 
Lakeview Milkbar,4.0,200,Desserts,Residency Road,872,https://www.zomato.com//bangalore/the-ganache-factory-residency-road-bangalore 
Lavonne,3.4,550,Beverages,Koramangala,13,https://www.zomato.com//bangalore/le-arabia-koramangala-5th-block-bangalore 
Green Chilly,3.7,200,North Indian,Forum Rex Walk,175,https://www.zomato.com//bangalore/punjab-grill-brigade-road-bangalore 
Olio - The Wood Fired Pizzeria,3.1,250,Tibetan,Vasanth Nagar,534,https://www.zomato.com//bangalore/kouzina-kafe-the-food-court-vasanth-nagar-bangalore 
Sultan,4.3,150,Tibetan,Koramangala,450,https://www.zomato.com//bangalore/bangalikhana-koramangala-7th-block-bangalore 
Karavali Family Restaurant,4.2,200,Chinese,Sadashiv Nagar,867,https://www.zomato.com//bangalore/dairy-day-ice-creams-frozen-desserts-sadashiv-nagar-bangalore 
Iyengars Bakery,4.0,150,Desserts,Church Street,961,https://www.zomato.com//bangalore/haka-church-street-bangalore 
Mizo Kitchen,3.7,200,Chinese,Koramangala,243,https://www.zomato.com//bangalore/mumbai-xpress-koramangala-5th-block-bangalore 
OOttupura,4.5,150,Kerala,Majestic,275,https://www.zomato.com//bangalore/sukh-sagar-majestic 
Church Street Social,4.1,150,North Indian,MG Road,1709,https://www.zomato.com//bangalore/lakeview-milkbar-mg-road 
Richie Rich,4.4,150,Desserts,St. Marks Road,226,https://www.zomato.com//bangalore/lavonne-st-marks-road-bangalore 
RS Shiv Sagar,4.3,150,North Indian,Rajajinagar,79,https://www.zomato.com//bangalore/green-chilly-rajajinagar-bangalore 
Cafe Azzure,3.9,150,Beverages,Koramangala,591,https://www.zomato.com//bangalore/olio-the-wood-fired-pizzeria-koramangala-6th-block-bangalore 
Tapri By The Corner,3.6,150,North Indian,BTM,3,https://www.zomato.com//bangalore/sultan-btm-bangalore 
Dawat Durbar,4.1,150,North Indian,Brigade Road,31,https://www.zomato.com//bangalore/karavali-family-restaurant-brigade-road-bangalore 
Nirula's,4.4,150,Desserts,Lavelle Road,596,https://www.zomato.com//bangalore/iyengars-bakery-2-lavelle-road-bangalore 
Carols Pastries & Bakers,4.3,150,Desserts,Koramangala,102,https://www.zomato.com//bangalore/mizo-kitchen-koramangala-5th-block-bangalore 
Express By ABs,4.3,150,North Indian,BTM,22,https://www.zomato.com//bangalore/oottupura-btm-bangalore 
Juice Junction,4.2,150,Beverages,Church Street,8068,https://www.zomato.com//ChurchStreetSocial 
SGS Non Veg - Gundu Pulav,4.2,150,South Indian,Race Course Road,763,https://www.zomato.com//bangalore/richie-rich-race-course-road-bangalore 
Rolls & Bowls Company,3.6,250,Tibetan,MG Road,349,https://www.zomato.com//bangalore/rs-shiv-sagar-mg-road 
Shyam Mishra Juice Centre,4.5,250,Beverages,MG Road,4741,https://www.zomato.com//bangalore/cafe-azzure-mg-road 
Suryawanshi,3.8,250,North Indian,Koramangala,179,https://www.zomato.com//bangalore/tapri-by-the-corner-koramangala-5th-block 
SLV Corner Restaurant,3.9,250,South Indian,Shivajinagar,815,https://www.zomato.com//bangalore/dawat-durbar-shivajinagar-bangalore 
Taste Of Tibet,3.6,250,Chinese,Vasanth Nagar,866,https://www.zomato.com//bangalore/nirulas-1-vasanth-nagar-bangalore 
Hotel Revoli Inn,4.4,250,Chinese,Vasanth Nagar,685,https://www.zomato.com//bangalore/carols-pastries-bakers-vasanth-nagar-bangalore 
FNP Cakes By Ferns N Petals,4.1,250,Desserts,Koramangala,647,https://www.zomato.com//bangalore/express-by-abs-koramangala-5th-block-bangalore 
ZAZA Mughal Biryani,4.1,250,Biryani,Basavanagudi,58,https://www.zomato.com//bangalore/juice-junction-1-basavanagudi-bangalore 
Rahhams,4.7,250,Biryani,City Market,242,https://www.zomato.com//bangalore/sgs-non-veg-gundu-pulav-city-market-bangalore 
The Bangalore Creamery,3.8,250,Desserts,Hosur Road,689,https://www.zomato.com//bangalore/rolls-bowls-company-hosur-road-bangalore 
Sheesh Kebab,4.2,250,Chinese,Majestic,840,https://www.zomato.com//bangalore/shyam-mishra-juice-centre-majestic-bangalore 
Smoky Docky,3.9,250,Tibetan,Indiranagar,631,https://www.zomato.com//bangalore/suryawanshi-indiranagar 
Giani Ice Creams,4.2,100,Desserts,Basavanagudi,471,https://www.zomato.com//bangalore/slv-corner-restaurant-basavanagudi 
Santhanam Sweets & Savouries,4.0,100,Sweets,Brigade Road,430,https://www.zomato.com//bangalore/taste-of-tibet-brigade-road 
Veena Stores,4.1,100,South Indian,Shanti Nagar,65,https://www.zomato.com//bangalore/hotel-revoli-inn-shanti-nagar-bangalore 
Ovenfresh Cakes and Desserts,4.0,100,Desserts,Koramangala,964,https://www.zomato.com//bangalore/fnp-cakes-by-ferns-n-petals-koramangala-3rd-block-bangalore 
Gullu's Chat,3.4,100,Tibetan,Shanti Nagar,770,https://www.zomato.com//bangalore/zaza-mughal-biryani-shanti-nagar-bangalore 
The Pastry House,4.1,100,Desserts,Frazer Town,1059,https://www.zomato.com//bangalore/rahhams-frazer-town-bangalore 
Simpli Namdhari's,4.0,100,Asian,Indiranagar,517,https://www.zomato.com//bangalore/the-bangalore-creamery-indiranagar-bangalore 
Ghee And Turmeric,3.8,100,North Indian,Frazer Town,201,https://www.zomato.com//bangalore/sheesh-kebab-frazer-town-bangalore 
Marwadi Chaat & Tiffin Services,4.2,100,North Indian,Koramangala,538,https://www.zomato.com//bangalore/smoky-docky-1-koramangala-5th-block-bangalore 
Elixir - Luxury Pearls Drink,4.1,100,Beverages,Koramangala,14,https://www.zomato.com//bangalore/giani-ice-creams-koramangala-5th-block-bangalore 
Iceberg Organic Icecreams,4.4,100,Desserts,Commercial Street,868,https://www.zomato.com//bangalore/santhanam-sweets-savouries-commercial-street-bangalore 
Prezzed Juicery,4.4,100,Mexican,Malleshwaram,44,https://www.zomato.com//bangalore/veena-stores-malleshwaram 
Nasi And Mee,4.3,500,Asian,Koramangala,603,https://www.zomato.com//bangalore/ovenfresh-cakes-and-desserts-koramangala-6th-block-bangalore 
Happy Belly Bakes,3.9,500,Desserts,Seshadripuram,590,https://www.zomato.com//bangalore/gullus-chat-seshadripuram 
Burger It Up,4.0,500,Tibetan,Wilson Garden,572,https://www.zomato.com//bangalore/the-pastry-house-wilson-garden-bangalore 
Hotel Navayuga,4.0,500,Andhra,Brigade Road,634,https://www.zomato.com//bangalore/simpli-namdharis-1-brigade-road-bangalore 
HRX by EatFit,3.8,500,Mexican,Cunningham Road,736,https://www.zomato.com//bangalore/ghee-and-turmeric-cunningham-road-bangalore 
Occasions,3.8,500,Desserts,Shanti Nagar,105,https://www.zomato.com//bangalore/marwadi-chaat-tiffin-services-shanti-nagar-bangalore 
Khaomomo,4.3,500,Tibetan,Koramangala,10,https://www.zomato.com//bangalore/elixir-luxury-pearls-drink-koramangala-7th-block-bangalore 
The Sip Shop,3.8,500,Fast Food,Koramangala,500,https://www.zomato.com//bangalore/iceberg-organic-icecreams-koramangala-6th-block-bangalore 
Nagarjuna Chimney,4.3,500,Andhra,Old Airport Road,643,https://www.zomato.com//bangalore/prezzed-juicery-airport-road-bangalore 
Restaurant 1179,4.3,500,North Indian,Koramangala,3044,https://www.zomato.com//bangalore/nasi-and-mee-koramangala-4th-block 
Living Bowls,4.5,500,Arabian,MG Road,214,https://www.zomato.com//bangalore/happy-belly-bakes-mg-road 
Sri Sai Cafe,3.0,500,South Indian,Vasanth Nagar,763,https://www.zomato.com//bangalore/burger-it-up-vasanth-nagar-bangalore 
ATH - All Things Healthy!,4.3,200,Arabian,Majestic,293,https://www.zomato.com//bangalore/hotel-navayuga-majestic 
Chai Days,4.3,200,Beverages,Cunningham Road,996,https://www.zomato.com//bangalore/hrx-by-eatfit-cunningham-road-bangalore 
Fiero! Pizzeria,4.1,200,Fast Food,Koramangala,227,https://www.zomato.com//bangalore/occasions-koramangala-4th-block 
Pai Vihar,4.2,200,South Indian,Domlur,648,https://www.zomato.com//bangalore/khaomomo-domlur-bangalore 
Karnataka State Co-Operative Fisheries Federation Mysore,4.1,200,North Indian,City Market,43,https://www.zomato.com//bangalore/the-sip-shop-city-market-bangalore 
Dil Punjabi,4.3,200,North Indian,Jayanagar,1127,https://www.zomato.com//bangalore/nagarjuna-chimney-jayanagar 
Tenzin Kitchen,3.7,200,Tibetan,Seshadripuram,3,https://www.zomato.com//bangalore/restaurant-1179-seshadripuram-bangalore 
Boba Tree,3.7,200,Beverages,Koramangala,838,https://www.zomato.com//bangalore/living-bowls-koramangala-7th-block-bangalore 
Paratha Box - Desi Punjabi Meals,4.2,200,North Indian,Basavanagudi,21,https://www.zomato.com//bangalore/sri-sai-cafe-basavanagudi-bangalore 
Shawarma Grill House,3.9,200,Chinese,Domlur,641,https://www.zomato.com//bangalore/ath-all-things-healthy-domlur-bangalore 
Cafe Noir,4.2,200,Italian,Koramangala,54,https://www.zomato.com//bangalore/chai-days-koramangala-5th-block-bangalore 
Taaka Chinese,3.8,200,Chinese,Koramangala,286,https://www.zomato.com//bangalore/fiero-pizzeria-koramangala-6th-block-bangalore 
NH8,4.2,150,North Indian,City Market,56,https://www.zomato.com//bangalore/pai-vihar-city-market 
Plan B,4.2,150,Fast Food,Jayanagar,742,https://www.zomato.com//bangalore/karnataka-state-co-operative-fisheries-federation-mysore-jayanagar-bangalore 
Tibetan Mother's Kitchen,3.6,150,Tibetan,Koramangala,938,https://www.zomato.com//bangalore/dil-punjabi-koramangala-6th-block-bangalore 
Salt - Indian Restaurant Bar & Grill,4.1,150,North Indian,Koramangala,620,https://www.zomato.com//bangalore/tenzin-kitchen-koramangala-7th-block 
Peetuk,4.0,150,Bengali,Indiranagar,51,https://www.zomato.com//bangalore/boba-tree-1-indiranagar-bangalore 
Prakriti Delux,4.1,150,North Indian,Vasanth Nagar,744,https://www.zomato.com//bangalore/paratha-box-desi-punjabi-meals-vasanth-nagar-bangalore 
Smoke House Deli,4.0,150,Italian,Rajajinagar,74,https://www.zomato.com//bangalore/shawarma-grill-house-rajajinagar-bangalore 
Taiki,4.4,150,Chinese,UB City,3016,https://www.zomato.com//bangalore/cafe-noir-lavelle-road 
Maggi Mane,4.1,150,Fast Food,Richmond Town,946,https://www.zomato.com//bangalore/taaka-chinese-richmond-town-bangalore 
Chakum Chukum,3.8,150,Fast Food,Indiranagar,3660,https://www.zomato.com//bangalore/nh8-indiranagar 
Aramane Donne Biriyani,4.3,150,Biryani,Brigade Road,4732,https://www.zomato.com//bangalore/plan-b-brigade-road 
Bengaluru Donne Biriyani Katte,4.0,150,South Indian,Koramangala,1036,https://www.zomato.com//bangalore/tibetan-mothers-kitchen-koramangala-7th-block 
S M V Snacks Corner,3.9,100,Fast Food,UB City,162,https://www.zomato.com//bangalore/salt-indian-restaurant-bar-grill-lavelle-road-bangalore 
Odia Khaiba,3.9,100,North Indian,Domlur,695,https://www.zomato.com//bangalore/peetuk-domlur-bangalore 
Green Cravings,4.0,100,Arabian,Rajajinagar,122,https://www.zomato.com//bangalore/prakriti-delux-rajajinagar-bangalore 
Mr. Chow,4.2,100,Fast Food,Lavelle Road,3142,https://www.zomato.com//SmokeHouseDeli-LavelleRoad 
The Chatpata Affair,3.9,100,Street Food,Jayanagar,798,https://www.zomato.com//bangalore/taiki-jayanagar-bangalore 
Venus Biryani,4.1,100,Biryani,Majestic,17,https://www.zomato.com//bangalore/maggi-mane-majestic-bangalore 
1522 - The Pub,4.1,100,Arabian,Indiranagar,190,https://www.zomato.com//bangalore/chakum-chukum-indiranagar-bangalore 
Lassi Shop,3.9,100,Beverages,Koramangala,24,https://www.zomato.com//bangalore/aramane-donne-biriyani-koramangala-8th-block-bangalore 
Cupcake Noggins,4.1,100,Desserts,Majestic,5,https://www.zomato.com//bangalore/bengaluru-donne-biriyani-katte-majestic-bangalore 
Little Italy,4.1,100,Italian,Basavanagudi,528,https://www.zomato.com//bangalore/s-m-v-snacks-corner-basavanagudi 
Yak's Kitchen,3.6,100,Tibetan,Old Airport Road,23,https://www.zomato.com//bangalore/odia-khaiba-airport-road-bangalore 
Taste Of Malabar,3.9,100,Kerala,Richmond Road,504,https://www.zomato.com//bangalore/green-cravings-richmond-road-bangalore 
Green Onion,4.0,200,Chinese,Ulsoor,522,https://www.zomato.com//bangalore/mr-chow-ulsoor-bangalore 
Drunken Monkey,3.2,200,Beverages,Koramangala,819,https://www.zomato.com//bangalore/the-chatpata-affair-koramangala-5th-block-bangalore 
Sri Krishna Sweets,3.8,200,Sweets,Domlur,147,https://www.zomato.com//bangalore/venus-biryani-domlur 
The Tea Brewery,3.7,200,Arabian,Residency Road,225,https://www.zomato.com//bangalore/1522-the-pub-residency-road-bangalore 
Rajasthani Dhaba,3.3,200,North Indian,Frazer Town,26,https://www.zomato.com//bangalore/lassi-shop-3-frazer-town-bangalore 
Piazza Pizza By Little Italy,3.6,200,Fast Food,Domlur,845,https://www.zomato.com//bangalore/cupcake-noggins-domlur-bangalore 
Boss Burger,3.7,200,Fast Food,Indiranagar,3813,https://www.zomato.com//bangalore/little-italy-indiranagar 
Happy Platter,4.2,200,Chinese,Shanti Nagar,206,https://www.zomato.com//bangalore/yaks-kitchen-shanti-nagar-bangalore 
Khalifa Restaurant,4.0,200,Fast Food,BTM,830,https://www.zomato.com//bangalore/taste-of-malabar-btm-bangalore 
Karachi Bakery,4.2,200,Fast Food,Residency Road,1377,https://www.zomato.com//bangalore/green-onion-residency-road 
Burgerama,4.0,200,Fast Food,Vasanth Nagar,838,https://www.zomato.com//bangalore/drunken-monkey-vasanth-nagar-bangalore 
Shawarma 21,4.4,200,Fast Food,Malleshwaram,724,https://www.zomato.com//bangalore/sri-krishna-sweets-malleshwaram 
Itminaan Matka Biryani - Slow Cooked,4.4,400,Biryani,Koramangala,596,https://www.zomato.com//bangalore/the-tea-brewery-2-koramangala-1st-block-bangalore 
PizzaExpress,3.7,400,Fast Food,Shanti Nagar,33,https://www.zomato.com//bangalore/rajasthani-dhaba-shanti-nagar-bangalore 
Savitha Family Restaurant,3.5,400,North Indian,Indiranagar,668,https://www.zomato.com//bangalore/piazza-pizza-by-little-italy-indiranagar-bangalore 
Chinese Square,3.9,400,Chinese,Lavelle Road,781,https://www.zomato.com//bangalore/boss-burger-lavelle-road-bangalore 
New Punjabi Hotel,3.9,400,North Indian,Rajajinagar,118,https://www.zomato.com//bangalore/happy-platter-rajajinagar-bangalore 
Kabab Biryani Corner,3.6,400,Fast Food,Frazer Town,29,https://www.zomato.com//bangalore/khalifa-restaurant-frazer-town-bangalore 
Kartik's Mithai Shoppe,4.1,400,Sweets,Indiranagar,157,https://www.zomato.com//bangalore/karachi-bakery-1-indiranagar-bangalore 
Pizza House,4.2,400,Fast Food,Indiranagar,872,https://www.zomato.com//bangalore/burgerama-indiranagar-bangalore 
Raghavendra Tiffin,4.1,400,Chinese,Rajajinagar,10,https://www.zomato.com//bangalore/shawarma-21-rajajinagar-bangalore 
Chung's Chinese Corner,3.9,400,Chinese,Shanti Nagar,729,https://www.zomato.com//bangalore/itminaan-matka-biryani-slow-cooked-shanti-nagar-bangalore 
Lassi Town,3.8,400,Desserts,Koramangala,39,https://www.zomato.com//bangalore/pizzaexpress-koramangala-5th-block-bangalore 
Hatti Kaapi,3.6,400,Beverages,Koramangala,291,https://www.zomato.com//bangalore/savitha-family-restaurant-koramangala-4th-block 
Bob's Bar,4.0,200,South Indian,Basavanagudi,95,https://www.zomato.com//bangalore/chinese-square-basavanagudi-bangalore 
Bhagathram Sweets,3.5,200,Sweets,BTM,178,https://www.zomato.com//bangalore/new-punjabi-hotel-btm 
Rosy Roti,3.6,200,North Indian,Richmond Road,46,https://www.zomato.com//bangalore/kabab-biryani-corner-richmond-road-bangalore 
Sri Maruthi Gowda's Military Hotel,3.9,200,South Indian,Indiranagar,136,https://www.zomato.com//bangalore/kartiks-mithai-shoppe-indiranagar 
Havmor Havfunn Ice Cream,3.9,200,Desserts,Frazer Town,4,https://www.zomato.com//bangalore/pizza-house-frazer-town-bangalore 
Sri Maruthi Miltry Hotel,3.9,200,South Indian,Koramangala,10,https://www.zomato.com//bangalore/raghavendra-tiffin-koramangala-1st-block-bangalore 
Hive Honey Cake,4.1,200,Desserts,Cunningham Road,245,https://www.zomato.com//bangalore/chungs-chinese-corner-cunningham-road 
