restaurant_name,ratings,price_for_one,cuisine,links,location,delivery_review_no,timings
Kannur Food Kitchen,3.8,150,Arabian,www.zomato.com/bangalore/kannur-food-kitchen-btm-bangalore/order,BTM,0.0,9am – 4am 
Kannur Food Kitchen,3.8,150,Beverages,www.zomato.com/bangalore/kannur-food-kitchen-btm-bangalore/order,BTM,0.0,9am – 4am 
Kannur Food Kitchen,3.8,150,Juices,www.zomato.com/bangalore/kannur-food-kitchen-btm-bangalore/order,BTM,0.0,9am – 4am 
Kannur Food Kitchen,3.8,150,Shake,www.zomato.com/bangalore/kannur-food-kitchen-btm-bangalore/order,BTM,0.0,9am – 4am 
Kannur Food Kitchen,3.8,150,Chinese,www.zomato.com/bangalore/kannur-food-kitchen-btm-bangalore/order,BTM,0.0,9am – 4am 
CakeZone,4.2,150,Bakery,www.zomato.com/cakeszone/order,Indiranagar,0.0,8am – 2am 
CakeZone,4.2,150,Desserts,www.zomato.com/cakeszone/order,Indiranagar,0.0,8am – 2am 
CakeZone,4.2,150,Mithai,www.zomato.com/cakeszone/order,Indiranagar,0.0,8am – 2am 
Ambur Star Briyani Since 1890,4.2,150,Biryani,www.zomato.com/bangalore/ambur-star-briyani-since-1890-indiranagar-bangalore/order,Indiranagar,104.0,11am – 11pm 
Ambur Star Briyani Since 1890,4.2,150,Chettinad,www.zomato.com/bangalore/ambur-star-briyani-since-1890-indiranagar-bangalore/order,Indiranagar,104.0,11am – 11pm 
Ambur Star Briyani Since 1890,4.2,150,Chinese,www.zomato.com/bangalore/ambur-star-briyani-since-1890-indiranagar-bangalore/order,Indiranagar,104.0,11am – 11pm 
Ambur Star Briyani Since 1890,4.2,150,North Indian,www.zomato.com/bangalore/ambur-star-briyani-since-1890-indiranagar-bangalore/order,Indiranagar,104.0,11am – 11pm 
Ambur Star Briyani Since 1890,4.2,150,Mughlai,www.zomato.com/bangalore/ambur-star-briyani-since-1890-indiranagar-bangalore/order,Indiranagar,104.0,11am – 11pm 
Subway,4.0,150,Sandwich,www.zomato.com/bangalore/subway-lavelle-road/order,UB City,138.0,"12midnight – 1am, 8am – 12midnight "
Subway,4.0,150,Fast Food,www.zomato.com/bangalore/subway-lavelle-road/order,UB City,138.0,"12midnight – 1am, 8am – 12midnight "
Subway,4.0,150,Wraps,www.zomato.com/bangalore/subway-lavelle-road/order,UB City,138.0,"12midnight – 1am, 8am – 12midnight "
Subway,4.0,150,Salad,www.zomato.com/bangalore/subway-lavelle-road/order,UB City,138.0,"12midnight – 1am, 8am – 12midnight "
Subway,4.0,150,Beverages,www.zomato.com/bangalore/subway-lavelle-road/order,UB City,138.0,"12midnight – 1am, 8am – 12midnight "
Paakashala,4.3,150,South Indian,www.zomato.com/bangalore/paakashala-mg-road-bangalore/order,MG Road,311.0,7am – 10:30pm 
Paakashala,4.3,150,North Indian,www.zomato.com/bangalore/paakashala-mg-road-bangalore/order,MG Road,311.0,7am – 10:30pm 
Paakashala,4.3,150,Biryani,www.zomato.com/bangalore/paakashala-mg-road-bangalore/order,MG Road,311.0,7am – 10:30pm 
Paakashala,4.3,150,Chinese,www.zomato.com/bangalore/paakashala-mg-road-bangalore/order,MG Road,311.0,7am – 10:30pm 
Paakashala,4.3,150,Street Food,www.zomato.com/bangalore/paakashala-mg-road-bangalore/order,MG Road,311.0,7am – 10:30pm 
Paakashala,4.3,150,Sandwich,www.zomato.com/bangalore/paakashala-mg-road-bangalore/order,MG Road,311.0,7am – 10:30pm 
Paakashala,4.3,150,Ice Cream,www.zomato.com/bangalore/paakashala-mg-road-bangalore/order,MG Road,311.0,7am – 10:30pm 
Paakashala,4.3,150,Beverages,www.zomato.com/bangalore/paakashala-mg-road-bangalore/order,MG Road,311.0,7am – 10:30pm 
Natural Ice Cream,4.5,150,Ice Cream,www.zomato.com/bangalore/natural-ice-cream-st-marks-road/order,St. Marks Road,249.0,11am – 11pm 
Natural Ice Cream,4.5,150,Shake,www.zomato.com/bangalore/natural-ice-cream-st-marks-road/order,St. Marks Road,249.0,11am – 11pm 
The Belgian Waffle Co.,4.3,150,Waffle,www.zomato.com/bangalore/the-belgian-waffle-co-seshadripuram-bangalore/order,Seshadripuram,4.0,"12midnight – 2am, 10am – 12midnight "
The Belgian Waffle Co.,4.3,150,Pancake,www.zomato.com/bangalore/the-belgian-waffle-co-seshadripuram-bangalore/order,Seshadripuram,4.0,"12midnight – 2am, 10am – 12midnight "
The Belgian Waffle Co.,4.3,150,Ice Cream,www.zomato.com/bangalore/the-belgian-waffle-co-seshadripuram-bangalore/order,Seshadripuram,4.0,"12midnight – 2am, 10am – 12midnight "
The Belgian Waffle Co.,4.3,150,Desserts,www.zomato.com/bangalore/the-belgian-waffle-co-seshadripuram-bangalore/order,Seshadripuram,4.0,"12midnight – 2am, 10am – 12midnight "
The Belgian Waffle Co.,4.3,150,Beverages,www.zomato.com/bangalore/the-belgian-waffle-co-seshadripuram-bangalore/order,Seshadripuram,4.0,"12midnight – 2am, 10am – 12midnight "
Dindigul Thalappakatti,4.1,300,Biryani,www.zomato.com/bangalore/dindigul-thalappakatti-mg-road-bangalore/order,MG Road,446.0,9:30am – 12midnight 
Dindigul Thalappakatti,4.1,300,South Indian,www.zomato.com/bangalore/dindigul-thalappakatti-mg-road-bangalore/order,MG Road,446.0,9:30am – 12midnight 
Dindigul Thalappakatti,4.1,300,North Indian,www.zomato.com/bangalore/dindigul-thalappakatti-mg-road-bangalore/order,MG Road,446.0,9:30am – 12midnight 
Dindigul Thalappakatti,4.1,300,Mughlai,www.zomato.com/bangalore/dindigul-thalappakatti-mg-road-bangalore/order,MG Road,446.0,9:30am – 12midnight 
Dindigul Thalappakatti,4.1,300,Chinese,www.zomato.com/bangalore/dindigul-thalappakatti-mg-road-bangalore/order,MG Road,446.0,9:30am – 12midnight 
Dindigul Thalappakatti,4.1,300,Seafood,www.zomato.com/bangalore/dindigul-thalappakatti-mg-road-bangalore/order,MG Road,446.0,9:30am – 12midnight 
Dindigul Thalappakatti,4.1,300,Desserts,www.zomato.com/bangalore/dindigul-thalappakatti-mg-road-bangalore/order,MG Road,446.0,9:30am – 12midnight 
Dindigul Thalappakatti,4.1,300,Beverages,www.zomato.com/bangalore/dindigul-thalappakatti-mg-road-bangalore/order,MG Road,446.0,9:30am – 12midnight 
Sri Udupi Food Hub,4.2,300,South Indian,www.zomato.com/bangalore/sri-udupi-food-hub-majestic-bangalore/order,Majestic,7.0,7:30am – 10pm 
Sri Udupi Food Hub,4.2,300,Chinese,www.zomato.com/bangalore/sri-udupi-food-hub-majestic-bangalore/order,Majestic,7.0,7:30am – 10pm 
Sri Udupi Food Hub,4.2,300,Biryani,www.zomato.com/bangalore/sri-udupi-food-hub-majestic-bangalore/order,Majestic,7.0,7:30am – 10pm 
Sri Udupi Food Hub,4.2,300,North Indian,www.zomato.com/bangalore/sri-udupi-food-hub-majestic-bangalore/order,Majestic,7.0,7:30am – 10pm 
Sri Udupi Food Hub,4.2,300,Sandwich,www.zomato.com/bangalore/sri-udupi-food-hub-majestic-bangalore/order,Majestic,7.0,7:30am – 10pm 
Sri Udupi Food Hub,4.2,300,Desserts,www.zomato.com/bangalore/sri-udupi-food-hub-majestic-bangalore/order,Majestic,7.0,7:30am – 10pm 
Sri Udupi Food Hub,4.2,300,Juices,www.zomato.com/bangalore/sri-udupi-food-hub-majestic-bangalore/order,Majestic,7.0,7:30am – 10pm 
Sri Udupi Food Hub,4.2,300,Beverages,www.zomato.com/bangalore/sri-udupi-food-hub-majestic-bangalore/order,Majestic,7.0,7:30am – 10pm 
Kapoor's Cafe,4.2,300,North Indian,www.zomato.com/bangalore/kapoors-cafe-jayanagar-bangalore/order,Jayanagar,573.0,9:30am – 11pm 
Kapoor's Cafe,4.2,300,Fast Food,www.zomato.com/bangalore/kapoors-cafe-jayanagar-bangalore/order,Jayanagar,573.0,9:30am – 11pm 
Kapoor's Cafe,4.2,300,Street Food,www.zomato.com/bangalore/kapoors-cafe-jayanagar-bangalore/order,Jayanagar,573.0,9:30am – 11pm 
Kapoor's Cafe,4.2,300,Desserts,www.zomato.com/bangalore/kapoors-cafe-jayanagar-bangalore/order,Jayanagar,573.0,9:30am – 11pm 
Narmada Chain of Restaurants,4.4,300,Biryani,www.zomato.com/bangalore/narmada-chain-of-restaurants-frazer-town-bangalore/order,Frazer Town,26.0,"12midnight – 2am, 11:30am – 12midnight "
Narmada Chain of Restaurants,4.4,300,Andhra,www.zomato.com/bangalore/narmada-chain-of-restaurants-frazer-town-bangalore/order,Frazer Town,26.0,"12midnight – 2am, 11:30am – 12midnight "
Narmada Chain of Restaurants,4.4,300,North Indian,www.zomato.com/bangalore/narmada-chain-of-restaurants-frazer-town-bangalore/order,Frazer Town,26.0,"12midnight – 2am, 11:30am – 12midnight "
Narmada Chain of Restaurants,4.4,300,Chinese,www.zomato.com/bangalore/narmada-chain-of-restaurants-frazer-town-bangalore/order,Frazer Town,26.0,"12midnight – 2am, 11:30am – 12midnight "
Narmada Chain of Restaurants,4.4,300,Mughlai,www.zomato.com/bangalore/narmada-chain-of-restaurants-frazer-town-bangalore/order,Frazer Town,26.0,"12midnight – 2am, 11:30am – 12midnight "
Narmada Chain of Restaurants,4.4,300,Beverages,www.zomato.com/bangalore/narmada-chain-of-restaurants-frazer-town-bangalore/order,Frazer Town,26.0,"12midnight – 2am, 11:30am – 12midnight "
Crusto's - Cheese Burst Pizza,4.0,300,Pizza,www.zomato.com/bangalore/crustos-cheese-burst-pizza-vasanth-nagar-bangalore/order,Vasanth Nagar,0.0,Timings Not Available
Crusto's - Cheese Burst Pizza,4.0,300,Burger,www.zomato.com/bangalore/crustos-cheese-burst-pizza-vasanth-nagar-bangalore/order,Vasanth Nagar,0.0,Timings Not Available
Crusto's - Cheese Burst Pizza,4.0,300,Healthy Food,www.zomato.com/bangalore/crustos-cheese-burst-pizza-vasanth-nagar-bangalore/order,Vasanth Nagar,0.0,Timings Not Available
Crusto's - Cheese Burst Pizza,4.0,300,North Indian,www.zomato.com/bangalore/crustos-cheese-burst-pizza-vasanth-nagar-bangalore/order,Vasanth Nagar,0.0,Timings Not Available
Crusto's - Cheese Burst Pizza,4.0,300,Biryani,www.zomato.com/bangalore/crustos-cheese-burst-pizza-vasanth-nagar-bangalore/order,Vasanth Nagar,0.0,Timings Not Available
Crusto's - Cheese Burst Pizza,4.0,300,Chinese,www.zomato.com/bangalore/crustos-cheese-burst-pizza-vasanth-nagar-bangalore/order,Vasanth Nagar,0.0,Timings Not Available
Crusto's - Cheese Burst Pizza,4.0,300,Desserts,www.zomato.com/bangalore/crustos-cheese-burst-pizza-vasanth-nagar-bangalore/order,Vasanth Nagar,0.0,Timings Not Available
Crusto's - Cheese Burst Pizza,4.0,300,Beverages,www.zomato.com/bangalore/crustos-cheese-burst-pizza-vasanth-nagar-bangalore/order,Vasanth Nagar,0.0,Timings Not Available
NIC Ice Creams,4.5,300,Ice Cream,www.zomato.com/bangalore/nic-ice-creams-frazer-town-bangalore/order,Frazer Town,0.0,Timings Not Available
NIC Ice Creams,4.5,300,Desserts,www.zomato.com/bangalore/nic-ice-creams-frazer-town-bangalore/order,Frazer Town,0.0,Timings Not Available
Andhra Gunpowder,4.3,300,Andhra,www.zomato.com/bangalore/andhra-gunpowder-seshadripuram-bangalore/order,Seshadripuram,0.0,Timings Not Available
Andhra Gunpowder,4.3,300,Biryani,www.zomato.com/bangalore/andhra-gunpowder-seshadripuram-bangalore/order,Seshadripuram,0.0,Timings Not Available
Andhra Gunpowder,4.3,300,South Indian,www.zomato.com/bangalore/andhra-gunpowder-seshadripuram-bangalore/order,Seshadripuram,0.0,Timings Not Available
Andhra Gunpowder,4.3,300,Desserts,www.zomato.com/bangalore/andhra-gunpowder-seshadripuram-bangalore/order,Seshadripuram,0.0,Timings Not Available
Andhra Gunpowder,4.3,300,Beverages,www.zomato.com/bangalore/andhra-gunpowder-seshadripuram-bangalore/order,Seshadripuram,0.0,Timings Not Available
Andhra Gunpowder,4.3,300,Hyderabadi,www.zomato.com/bangalore/andhra-gunpowder-seshadripuram-bangalore/order,Seshadripuram,0.0,Timings Not Available
Faasos - Wraps & Rolls,4.2,300,Rolls,www.zomato.com/bangalore/faasos-wraps-rolls-shanti-nagar-bangalore/order,Shanti Nagar,0.0,Timings Not Available
Faasos - Wraps & Rolls,4.2,300,Wraps,www.zomato.com/bangalore/faasos-wraps-rolls-shanti-nagar-bangalore/order,Shanti Nagar,0.0,Timings Not Available
Faasos - Wraps & Rolls,4.2,300,Shawarma,www.zomato.com/bangalore/faasos-wraps-rolls-shanti-nagar-bangalore/order,Shanti Nagar,0.0,Timings Not Available
Kwalitywall's Frozen Dessert And Ice Cream Shop,4.4,300,Ice Cream,www.zomato.com/bangalore/kwalitywalls-frozen-dessert-and-ice-cream-shop-wilson-garden-bangalore/order,Wilson Garden,0.0,Timings Not Available
Kwalitywall's Frozen Dessert And Ice Cream Shop,4.4,300,Desserts,www.zomato.com/bangalore/kwalitywalls-frozen-dessert-and-ice-cream-shop-wilson-garden-bangalore/order,Wilson Garden,0.0,Timings Not Available
Rolls On Wheels,3.8,300,Rolls,www.zomato.com/bangalore/rolls-on-wheels-st-marks-road-bangalore/order,St. Marks Road,0.0,Timings Not Available
Rolls On Wheels,3.8,300,North Indian,www.zomato.com/bangalore/rolls-on-wheels-st-marks-road-bangalore/order,St. Marks Road,0.0,Timings Not Available
Rolls On Wheels,3.8,300,Chinese,www.zomato.com/bangalore/rolls-on-wheels-st-marks-road-bangalore/order,St. Marks Road,0.0,Timings Not Available
Rolls On Wheels,3.8,300,Momos,www.zomato.com/bangalore/rolls-on-wheels-st-marks-road-bangalore/order,St. Marks Road,0.0,Timings Not Available
Rolls On Wheels,3.8,300,Fast Food,www.zomato.com/bangalore/rolls-on-wheels-st-marks-road-bangalore/order,St. Marks Road,0.0,Timings Not Available
Rolls On Wheels,3.8,300,Wraps,www.zomato.com/bangalore/rolls-on-wheels-st-marks-road-bangalore/order,St. Marks Road,0.0,Timings Not Available
Anand Sweets And Savouries,4.4,300,North Indian,www.zomato.com/bangalore/anand-sweets-and-savouries-commercial-street-bangalore/order,Commercial Street,0.0,10am – 10pm 
Anand Sweets And Savouries,4.4,300,Fast Food,www.zomato.com/bangalore/anand-sweets-and-savouries-commercial-street-bangalore/order,Commercial Street,0.0,10am – 10pm 
Anand Sweets And Savouries,4.4,300,Mithai,www.zomato.com/bangalore/anand-sweets-and-savouries-commercial-street-bangalore/order,Commercial Street,0.0,10am – 10pm 
Anand Sweets And Savouries,4.4,300,Street Food,www.zomato.com/bangalore/anand-sweets-and-savouries-commercial-street-bangalore/order,Commercial Street,0.0,10am – 10pm 
Behrouz Biryani,4.0,300,Biryani,www.zomato.com/bangalore/behrouz-biryani-shanti-nagar-bangalore/order,Shanti Nagar,0.0,Timings Not Available
Behrouz Biryani,4.0,300,Mughlai,www.zomato.com/bangalore/behrouz-biryani-shanti-nagar-bangalore/order,Shanti Nagar,0.0,Timings Not Available
Behrouz Biryani,4.0,300,Kebabs,www.zomato.com/bangalore/behrouz-biryani-shanti-nagar-bangalore/order,Shanti Nagar,0.0,Timings Not Available
Roti-Wala.Com,4.1,100,North Indian,www.zomato.com/bangalore/roti-wala-com-btm-bangalore/order,BTM,343.0,11:30am – 11:30pm 
Roti-Wala.Com,4.1,100,Chinese,www.zomato.com/bangalore/roti-wala-com-btm-bangalore/order,BTM,343.0,11:30am – 11:30pm 
Roti-Wala.Com,4.1,100,Sichuan,www.zomato.com/bangalore/roti-wala-com-btm-bangalore/order,BTM,343.0,11:30am – 11:30pm 
Roti-Wala.Com,4.1,100,Salad,www.zomato.com/bangalore/roti-wala-com-btm-bangalore/order,BTM,343.0,11:30am – 11:30pm 
Roti-Wala.Com,4.1,100,Beverages,www.zomato.com/bangalore/roti-wala-com-btm-bangalore/order,BTM,343.0,11:30am – 11:30pm 
Chicking,4.0,100,Fast Food,www.zomato.com/bangalore/chicking-1-rajajinagar-bangalore/order,Rajajinagar,0.0,Timings Not Available
Chicking,4.0,100,Burger,www.zomato.com/bangalore/chicking-1-rajajinagar-bangalore/order,Rajajinagar,0.0,Timings Not Available
Chicking,4.0,100,Pizza,www.zomato.com/bangalore/chicking-1-rajajinagar-bangalore/order,Rajajinagar,0.0,Timings Not Available
Amma's Pastries,4.0,100,Bakery,www.zomato.com/bangalore/ammas-pastries-ulsoor/order,Ulsoor,154.0,8am – 10pm 
Lassi Shop,3.5,100,Beverages,www.zomato.com/bangalore/lassi-shop-1-residency-road-bangalore/order,Residency Road,0.0,9am – 9pm 
Lassi Shop,3.5,100,Shake,www.zomato.com/bangalore/lassi-shop-1-residency-road-bangalore/order,Residency Road,0.0,9am – 9pm 
Lassi Shop,3.5,100,Juices,www.zomato.com/bangalore/lassi-shop-1-residency-road-bangalore/order,Residency Road,0.0,9am – 9pm 
Lassi Shop,3.5,100,Ice Cream,www.zomato.com/bangalore/lassi-shop-1-residency-road-bangalore/order,Residency Road,0.0,9am – 9pm 
Lassi Shop,3.5,100,Desserts,www.zomato.com/bangalore/lassi-shop-1-residency-road-bangalore/order,Residency Road,0.0,9am – 9pm 
Lassi Shop,3.5,100,Burger,www.zomato.com/bangalore/lassi-shop-1-residency-road-bangalore/order,Residency Road,0.0,9am – 9pm 
Lassi Shop,3.5,100,Fast Food,www.zomato.com/bangalore/lassi-shop-1-residency-road-bangalore/order,Residency Road,0.0,9am – 9pm 
Sri Udupi Park,4.3,100,South Indian,www.zomato.com/bangalore/sri-udupi-park-residency-road/order,Residency Road,154.0,7am – 10pm 
Sri Udupi Park,4.3,100,Chinese,www.zomato.com/bangalore/sri-udupi-park-residency-road/order,Residency Road,154.0,7am – 10pm 
Sri Udupi Park,4.3,100,Street Food,www.zomato.com/bangalore/sri-udupi-park-residency-road/order,Residency Road,154.0,7am – 10pm 
Sri Udupi Park,4.3,100,Beverages,www.zomato.com/bangalore/sri-udupi-park-residency-road/order,Residency Road,154.0,7am – 10pm 
Sri Udupi Park,4.3,100,North Indian,www.zomato.com/bangalore/sri-udupi-park-residency-road/order,Residency Road,154.0,7am – 10pm 
Sri Udupi Park,4.3,100,Shake,www.zomato.com/bangalore/sri-udupi-park-residency-road/order,Residency Road,154.0,7am – 10pm 
Pizza@99,3.2,100,Pizza,www.zomato.com/bangalore/pizza@99-rajajinagar-bangalore/order,Rajajinagar,0.0,24 Hours 
Pizza@99,3.2,100,Burger,www.zomato.com/bangalore/pizza@99-rajajinagar-bangalore/order,Rajajinagar,0.0,24 Hours 
Pizza@99,3.2,100,Fast Food,www.zomato.com/bangalore/pizza@99-rajajinagar-bangalore/order,Rajajinagar,0.0,24 Hours 
Taco Bell,3.9,100,Mexican,www.zomato.com/bangalore/taco-bell-brigade-road-bangalore/order,Garuda Mall,113.0,11am – 11pm 
Taco Bell,3.9,100,Wraps,www.zomato.com/bangalore/taco-bell-brigade-road-bangalore/order,Garuda Mall,113.0,11am – 11pm 
Taco Bell,3.9,100,Fast Food,www.zomato.com/bangalore/taco-bell-brigade-road-bangalore/order,Garuda Mall,113.0,11am – 11pm 
Chinese Wok,4.1,100,Chinese,www.zomato.com/bangalore/chinese-wok-malleshwaram-bangalore/order,Malleshwaram,23.0,10am – 10pm 
WOW! Momo,4.2,100,Momos,www.zomato.com/bangalore/wow-momo-church-street-bangalore/order,Church Street,10.0,10am – 1am 
WOW! Momo,4.2,100,Fast Food,www.zomato.com/bangalore/wow-momo-church-street-bangalore/order,Church Street,10.0,10am – 1am 
WOW! Momo,4.2,100,Tibetan,www.zomato.com/bangalore/wow-momo-church-street-bangalore/order,Church Street,10.0,10am – 1am 
WOW! Momo,4.2,100,Sichuan,www.zomato.com/bangalore/wow-momo-church-street-bangalore/order,Church Street,10.0,10am – 1am 
WOW! Momo,4.2,100,Beverages,www.zomato.com/bangalore/wow-momo-church-street-bangalore/order,Church Street,10.0,10am – 1am 
The Punjabi Rasoi,4.0,100,North Indian,www.zomato.com/bangalore/the-punjabi-rasoi-indiranagar/order,Indiranagar,2604.0,"12noon – 4pm, 7pm – 11pm "
The Punjabi Rasoi,4.0,100,Mughlai,www.zomato.com/bangalore/the-punjabi-rasoi-indiranagar/order,Indiranagar,2604.0,"12noon – 4pm, 7pm – 11pm "
New Taj Darbar,3.4,100,North Indian,www.zomato.com/bangalore/new-taj-darbar-shivajinagar-bangalore/order,Shivajinagar,78.0,7am – 5am 
New Taj Darbar,3.4,100,Chinese,www.zomato.com/bangalore/new-taj-darbar-shivajinagar-bangalore/order,Shivajinagar,78.0,7am – 5am 
New Taj Darbar,3.4,100,Mughlai,www.zomato.com/bangalore/new-taj-darbar-shivajinagar-bangalore/order,Shivajinagar,78.0,7am – 5am 
New Taj Darbar,3.4,100,Biryani,www.zomato.com/bangalore/new-taj-darbar-shivajinagar-bangalore/order,Shivajinagar,78.0,7am – 5am 
Paradise Biryani - A Legend Since 1953,4.0,300,Biryani,www.zomato.com/bangalore/paradise-biryani-a-legend-since-1953-rajajinagar-bangalore/order,Rajajinagar,0.0,Timings Not Available
Paradise Biryani - A Legend Since 1953,4.0,300,Kebab,www.zomato.com/bangalore/paradise-biryani-a-legend-since-1953-rajajinagar-bangalore/order,Rajajinagar,0.0,Timings Not Available
Paradise Biryani - A Legend Since 1953,4.0,300,North Indian,www.zomato.com/bangalore/paradise-biryani-a-legend-since-1953-rajajinagar-bangalore/order,Rajajinagar,0.0,Timings Not Available
Paradise Biryani - A Legend Since 1953,4.0,300,Rolls,www.zomato.com/bangalore/paradise-biryani-a-legend-since-1953-rajajinagar-bangalore/order,Rajajinagar,0.0,Timings Not Available
